"","date","name","id","value"
"665",2015-05-31,"imp","4",-0.18
"666",2015-06-30,"imp","4",0.22
"667",2015-07-31,"imp","4",0.09
"668",2015-08-31,"imp","4",0.03
"669",2015-09-30,"imp","4",0.09
"670",2015-10-31,"imp","4",-0.07
"671",2015-11-30,"imp","4",-0.04
"672",2015-12-31,"imp","4",0.23
"673",2016-01-31,"imp","4",-0.58
"674",2016-02-29,"imp","4",0.3
"675",2016-03-31,"imp","4",0.16
"676",2016-04-30,"imp","4",-0.14
"677",2016-05-31,"imp","4",-0.04
"678",2016-06-30,"imp","4",0.06
"679",2016-07-31,"imp","4",-0.02
"680",2016-08-31,"imp","4",0.11
"681",2016-09-30,"imp","4",-0.02
"682",2016-10-31,"imp","4",-0.03
"683",2016-11-30,"imp","4",0.07
"684",2016-12-31,"imp","4",0.09
"685",2017-01-31,"imp","4",-0.54
"686",2017-02-28,"imp","4",0.18
"687",2017-03-31,"imp","4",0.25
"688",2017-04-30,"imp","4",-0.16
"689",2017-05-31,"imp","4",0.12
"690",2017-06-30,"imp","4",0.06
"691",2017-07-31,"imp","4",0.02
"692",2017-08-31,"imp","4",0.09
"693",2017-09-30,"imp","4",-0.09
"694",2017-10-31,"imp","4",0.05
"695",2017-11-30,"imp","4",0.05
"696",2017-12-31,"imp","4",0.05
"697",2018-01-31,"imp","4",-0.4
"698",2018-02-28,"imp","4",0.18
"699",2018-03-31,"imp","4",0.13
"700",2018-04-30,"imp","4",-0.01
"701",2018-05-31,"imp","4",0.09
"702",2018-06-30,"imp","4",-0.03
"703",2018-07-31,"imp","4",0.04
"704",2018-08-31,"imp","4",0.06
"705",2018-09-30,"imp","4",-0.08
"706",2018-10-31,"imp","4",0.11
"707",2018-11-30,"imp","4",-0.02
"708",2018-12-31,"imp","4",0.09
"709",2019-01-31,"imp","4",-0.37
"710",2019-02-28,"imp","4",0.18
"711",2019-03-31,"imp","4",0.07
"712",2019-04-30,"imp","4",0.07
"713",2019-05-31,"imp","4",-0.05
"714",2019-06-30,"imp","4",-0.06
"715",2019-07-31,"imp","4",0.15
"716",2019-08-31,"imp","4",-0.02
"717",2019-09-30,"imp","4",-0.06
"718",2019-10-31,"imp","4",0.14
"719",2019-11-30,"imp","4",-0.06
"720",2019-12-31,"imp","4",0.13
"721",2020-01-31,"imp","4",-0.52
"722",2020-02-29,"imp","4",0.14
"723",2020-03-31,"imp","4",0.26
"724",2020-04-30,"imp","4",-0.16
"725",2020-05-31,"imp","4",-0.1
"726",2020-06-30,"imp","4",0.1
"727",2020-07-31,"imp","4",0.11
"728",2020-08-31,"imp","4",-0.02
"729",2020-09-30,"imp","4",0.14
"730",2020-10-31,"imp","4",0.06
"731",2020-11-30,"imp","4",0.02
"732",2020-12-31,"imp","4",0.16
"733",2021-01-31,"imp","4",-0.59
"734",2021-02-28,"imp","4",0.28
"735",2021-03-31,"imp","4",0.27
"736",2021-04-30,"imp","4",0
"737",2021-05-31,"imp","4",-0.12
"738",2021-06-30,"imp","4",0.07
"739",2021-07-31,"imp","4",0.01
"740",2021-08-31,"imp","4",-0.09
"741",2021-09-30,"imp","4",0.23
"742",2021-10-31,"imp","4",-0.07
"743",2021-11-30,"imp","4",-0.03
"744",2021-12-31,"imp","4",0.16
"745",2022-01-31,"imp","4",-0.33
"746",2022-02-28,"imp","4",0.18
"747",2022-03-31,"imp","4",-0.01
"748",2022-04-30,"imp","4",-0.48
"749",2022-05-31,"imp","4",-0.18
"750",2022-06-30,"imp","4",0.01
"751",2022-07-31,"imp","4",0.04
"752",2022-08-31,"imp","4",0.2
"753",2022-09-30,"imp","4",0.03
"754",2022-10-31,"imp","4",0.03
"755",2022-11-30,"imp","4",0.12
"756",2022-12-31,"imp","4",0.2
"757",2023-01-31,"imp","4",-0.16
"758",2023-02-28,"imp","4",0
"759",2023-03-31,"imp","4",0.26
"760",2023-04-30,"imp","4",-0.08
"761",2023-05-31,"imp","4",0.13
"762",2023-06-30,"imp","4",-0.01
"763",2023-07-31,"imp","4",0.02
"764",2023-08-31,"imp","4",0.18
"765",2023-09-30,"imp","4",-0.13
"766",2023-10-31,"imp","4",0.04
"767",2023-11-30,"imp","4",-0.02
"768",2023-12-31,"imp","4",0.01
"769",2008-01-31,"oth","5",-1.14
"770",2008-02-29,"oth","5",0.43
"771",2008-03-31,"oth","5",-0.43
"772",2008-04-30,"oth","5",0.25
"773",2008-05-31,"oth","5",0
"774",2008-06-30,"oth","5",-0.06
"775",2008-07-31,"oth","5",0.31
"776",2008-08-31,"oth","5",-0.39
"777",2008-09-30,"oth","5",0.02
"778",2008-10-31,"oth","5",-0.03
"779",2008-11-30,"oth","5",-0.24
"780",2008-12-31,"oth","5",0.56
"781",2009-01-31,"oth","5",1.01
"782",2009-02-28,"oth","5",-1.62
"783",2009-03-31,"oth","5",0.09
"784",2009-04-30,"oth","5",0.33
"785",2009-05-31,"oth","5",-0.42
"786",2009-06-30,"oth","5",0.73
"787",2009-07-31,"oth","5",-0.22
"788",2009-08-31,"oth","5",1.02
"789",2009-09-30,"oth","5",-0.74
"790",2009-10-31,"oth","5",-0.24
"791",2009-11-30,"oth","5",0.12
"792",2009-12-31,"oth","5",0.55
"793",2010-01-31,"oth","5",-0.27
"794",2010-02-28,"oth","5",-1.27
"795",2010-03-31,"oth","5",0.32
"796",2010-04-30,"oth","5",0.67
"797",2010-05-31,"oth","5",-1.29
"798",2010-06-30,"oth","5",1.77
"799",2010-07-31,"oth","5",-1.41
"800",2010-08-31,"oth","5",-0.04
"801",2010-09-30,"oth","5",0.71
"802",2010-10-31,"oth","5",0.01
"803",2010-11-30,"oth","5",0.31
"804",2010-12-31,"oth","5",-0.1
"805",2011-01-31,"oth","5",0.09
"806",2011-02-28,"oth","5",-0.34
"807",2011-03-31,"oth","5",-0.96
"808",2011-04-30,"oth","5",0.87
"809",2011-05-31,"oth","5",-0.8
"810",2011-06-30,"oth","5",1.74
"811",2011-07-31,"oth","5",-1.26
"812",2011-08-31,"oth","5",0.6
"813",2011-09-30,"oth","5",-0.4
"814",2011-10-31,"oth","5",0.02
"815",2011-11-30,"oth","5",-0.17
"816",2011-12-31,"oth","5",0.68
"817",2012-01-31,"oth","5",0.29
"818",2012-02-29,"oth","5",-1.4
"819",2012-03-31,"oth","5",0.65
"820",2012-04-30,"oth","5",0.03
"821",2012-05-31,"oth","5",-0.45
"822",2012-06-30,"oth","5",0.49
"823",2012-07-31,"oth","5",-0.19
"824",2012-08-31,"oth","5",1.01
"825",2012-09-30,"oth","5",-1.15
"826",2012-10-31,"oth","5",0.15
"827",2012-11-30,"oth","5",-0.05
"828",2012-12-31,"oth","5",1.5
"829",2013-01-31,"oth","5",-0.29
"830",2013-02-28,"oth","5",-1.08
"831",2013-03-31,"oth","5",0.07
"832",2013-04-30,"oth","5",0.17
"833",2013-05-31,"oth","5",-1.49
"834",2013-06-30,"oth","5",1.84
"835",2013-07-31,"oth","5",-0.45
"836",2013-08-31,"oth","5",0.74
"837",2013-09-30,"oth","5",-0.79
"838",2013-10-31,"oth","5",0.07
"839",2013-11-30,"oth","5",-0.32
"840",2013-12-31,"oth","5",0.74
"841",2014-01-31,"oth","5",0.61
"842",2014-02-28,"oth","5",-1.29
"843",2014-03-31,"oth","5",-0.76
"844",2014-04-30,"oth","5",-0.15
"845",2014-05-31,"oth","5",1.27
"846",2014-06-30,"oth","5",0.47
"847",2014-07-31,"oth","5",-0.86
"848",2014-08-31,"oth","5",1.22
"849",2014-09-30,"oth","5",-1.08
"850",2014-10-31,"oth","5",0.35
"851",2014-11-30,"oth","5",-0.36
"852",2014-12-31,"oth","5",0.81
"853",2015-01-31,"oth","5",0.63
"854",2015-02-28,"oth","5",-1.86
"855",2015-03-31,"oth","5",-0.73
"856",2015-04-30,"oth","5",0.91
"857",2015-05-31,"oth","5",-0.29
"858",2015-06-30,"oth","5",1.5
"859",2015-07-31,"oth","5",-0.6
"860",2015-08-31,"oth","5",0.76
"861",2015-09-30,"oth","5",-0.96
"862",2015-10-31,"oth","5",0.66
"863",2015-11-30,"oth","5",-0.48
"864",2015-12-31,"oth","5",1.22
"865",2016-01-31,"oth","5",-1.11
"866",2016-02-29,"oth","5",-0.27
"867",2016-03-31,"oth","5",0.03
"868",2016-04-30,"oth","5",0.04
"869",2016-05-31,"oth","5",-0.5
"870",2016-06-30,"oth","5",1.12
"871",2016-07-31,"oth","5",-0.51
"872",2016-08-31,"oth","5",0.85
"873",2016-09-30,"oth","5",-1.03
"874",2016-10-31,"oth","5",-0.2
"875",2016-11-30,"oth","5",0.54
"876",2016-12-31,"oth","5",1.86
"877",2017-01-31,"oth","5",-2.46
"878",2017-02-28,"oth","5",0.45
"879",2017-03-31,"oth","5",-0.28
"880",2017-04-30,"oth","5",-0.11
"881",2017-05-31,"oth","5",0.58
"882",2017-06-30,"oth","5",0.06
"883",2017-07-31,"oth","5",0.17
"884",2017-08-31,"oth","5",0.39
"885",2017-09-30,"oth","5",-1.04
"886",2017-10-31,"oth","5",0.12
"887",2017-11-30,"oth","5",-0.17
"888",2017-12-31,"oth","5",1
"889",2018-01-31,"oth","5",-1.58
"890",2018-02-28,"oth","5",0.74
"891",2018-03-31,"oth","5",-0.3
"892",2018-04-30,"oth","5",0.43
"893",2018-05-31,"oth","5",-0.29
"894",2018-06-30,"oth","5",0.63
"895",2018-07-31,"oth","5",0.46
"896",2018-08-31,"oth","5",0.16
"897",2018-09-30,"oth","5",-1.03
"898",2018-10-31,"oth","5",-0.13
"899",2018-11-30,"oth","5",0.11
"900",2018-12-31,"oth","5",0.86
"901",2019-01-31,"oth","5",-1.03
"902",2019-02-28,"oth","5",0.41
"903",2019-03-31,"oth","5",-0.4
"904",2019-04-30,"oth","5",0.44
"905",2019-05-31,"oth","5",0.01
"906",2019-06-30,"oth","5",-0.49
"907",2019-07-31,"oth","5",1.18
"908",2019-08-31,"oth","5",0.43
"909",2019-09-30,"oth","5",-1.21
"910",2019-10-31,"oth","5",-0.11
"911",2019-11-30,"oth","5",0.26
"912",2019-12-31,"oth","5",0.67
"913",2020-01-31,"oth","5",-0.36
"914",2020-02-29,"oth","5",-0.48
"915",2020-03-31,"oth","5",0.15
"916",2020-04-30,"oth","5",1.97
"917",2020-05-31,"oth","5",-2.78
"918",2020-06-30,"oth","5",0.39
"919",2020-07-31,"oth","5",0.12
"920",2020-08-31,"oth","5",0.8
"921",2020-09-30,"oth","5",-0.66
"922",2020-10-31,"oth","5",1.23
"923",2020-11-30,"oth","5",-0.8
"924",2020-12-31,"oth","5",0.87
"925",2021-01-31,"oth","5",-1.21
"926",2021-02-28,"oth","5",-2
"927",2021-03-31,"oth","5",3.43
"928",2021-04-30,"oth","5",-1.29
"929",2021-05-31,"oth","5",0.87
"930",2021-06-30,"oth","5",-1.01
"931",2021-07-31,"oth","5",0.46
"932",2021-08-31,"oth","5",0.85
"933",2021-09-30,"oth","5",-1.01
"934",2021-10-31,"oth","5",0.73
"935",2021-11-30,"oth","5",-0.74
"936",2021-12-31,"oth","5",0.84
"937",2022-01-31,"oth","5",-1.53
"938",2022-02-28,"oth","5",1.13
"939",2022-03-31,"oth","5",-0.89
"940",2022-04-30,"oth","5",0.57
"941",2022-05-31,"oth","5",-0.01
"942",2022-06-30,"oth","5",-1.24
"943",2022-07-31,"oth","5",1.4
"944",2022-08-31,"oth","5",-0.03
"945",2022-09-30,"oth","5",-0.66
"946",2022-10-31,"oth","5",-0.39
"947",2022-11-30,"oth","5",2.15
"948",2022-12-31,"oth","5",-0.22
"949",2023-01-31,"oth","5",-1.45
"950",2023-02-28,"oth","5",-0.44
"951",2023-03-31,"oth","5",1.01
"952",2023-04-30,"oth","5",0.19
"953",2023-05-31,"oth","5",-0.34
"954",2023-06-30,"oth","5",0.85
"955",2023-07-31,"oth","5",-0.88
"956",2023-08-31,"oth","5",0.8
"957",2023-09-30,"oth","5",-0.33
"958",2023-10-31,"oth","5",0.54
"959",2023-11-30,"oth","5",0.01
"960",2023-12-31,"oth","5",0.33
