"","date","name","value","id"
"439",2012-04-30,"vnt",257.2,"3"
"440",2012-05-31,"vnt",175,"3"
"441",2012-06-30,"vnt",274.3,"3"
"442",2012-07-31,"vnt",231.7,"3"
"443",2012-08-31,"vnt",171.9,"3"
"444",2012-09-30,"vnt",259,"3"
"445",2012-10-31,"vnt",231.9,"3"
"446",2012-11-30,"vnt",101.1,"3"
"447",2012-12-31,"vnt",300,"3"
"448",2013-01-31,"vnt",244.5,"3"
"449",2013-02-28,"vnt",112.61,"3"
"450",2013-03-31,"vnt",312.51,"3"
"451",2013-04-30,"vnt",215.41,"3"
"452",2013-05-31,"vnt",152.12,"3"
"453",2013-06-30,"vnt",312.71,"3"
"454",2013-07-31,"vnt",218.63,"3"
"455",2013-08-31,"vnt",134.36,"3"
"456",2013-09-30,"vnt",297.21,"3"
"457",2013-10-31,"vnt",232.08,"3"
"458",2013-11-30,"vnt",159.51,"3"
"459",2013-12-31,"vnt",289.78,"3"
"460",2014-01-31,"vnt",290.9,"3"
"461",2014-02-28,"vnt",160.6,"3"
"462",2014-03-31,"vnt",321.2,"3"
"463",2014-04-30,"vnt",294.4,"3"
"464",2014-05-31,"vnt",194.2,"3"
"465",2014-06-30,"vnt",325.1,"3"
"466",2014-07-31,"vnt",239.1,"3"
"467",2014-08-31,"vnt",175.1,"3"
"468",2014-09-30,"vnt",360.3,"3"
"469",2014-10-31,"vnt",230.2,"3"
"470",2014-11-30,"vnt",165.6,"3"
"471",2014-12-31,"vnt",356.9,"3"
"472",2015-01-31,"vnt",312.9,"3"
"473",2015-02-28,"vnt",179.3,"3"
"474",2015-03-31,"vnt",422.7,"3"
"475",2015-04-30,"vnt",394.7,"3"
"476",2015-05-31,"vnt",158.7,"3"
"477",2015-06-30,"vnt",351,"3"
"478",2015-07-31,"vnt",321.7,"3"
"479",2015-08-31,"vnt",168.8,"3"
"480",2015-09-30,"vnt",377.3,"3"
"481",2015-10-31,"vnt",327.8,"3"
"482",2015-11-30,"vnt",74.9,"3"
"483",2015-12-31,"vnt",377.8,"3"
"484",2016-01-31,"vnt",447.1,"3"
"485",2016-02-29,"vnt",134.3,"3"
"486",2016-03-31,"vnt",429.5,"3"
"487",2016-04-30,"vnt",364.9,"3"
"488",2016-05-31,"vnt",112.2,"3"
"489",2016-06-30,"vnt",394.5,"3"
"490",2016-07-31,"vnt",334.9,"3"
"491",2016-08-31,"vnt",230.8,"3"
"492",2016-09-30,"vnt",404.4,"3"
"493",2016-10-31,"vnt",415,"3"
"494",2016-11-30,"vnt",128,"3"
"495",2016-12-31,"vnt",385,"3"
"496",2017-01-31,"vnt",557,"3"
"497",2017-02-28,"vnt",198,"3"
"498",2017-03-31,"vnt",520.5,"3"
"499",2017-04-30,"vnt",397.7,"3"
"500",2017-05-31,"vnt",236.3,"3"
"501",2017-06-30,"vnt",456.7,"3"
"502",2017-07-31,"vnt",415.2,"3"
"503",2017-08-31,"vnt",258.7,"3"
"504",2017-09-30,"vnt",539,"3"
"505",2017-10-31,"vnt",437.9,"3"
"506",2017-11-30,"vnt",212.5,"3"
"507",2017-12-31,"vnt",512.4,"3"
"508",2018-01-31,"vnt",407.6,"3"
"509",2018-02-28,"vnt",274.3,"3"
"510",2018-03-31,"vnt",639.8,"3"
"511",2018-04-30,"vnt",451.1,"3"
"512",2018-05-31,"vnt",336.6,"3"
"513",2018-06-30,"vnt",516.8,"3"
"514",2018-07-31,"vnt",573.6,"3"
"515",2018-08-31,"vnt",297.6,"3"
"516",2018-09-30,"vnt",579.8,"3"
"517",2018-10-31,"vnt",494.2,"3"
"518",2018-11-30,"vnt",285.7,"3"
"519",2018-12-31,"vnt",573.8,"3"
"520",2019-01-31,"vnt",485.8,"3"
"521",2019-02-28,"vnt",258.4,"3"
"522",2019-03-31,"vnt",733.4,"3"
"523",2019-04-30,"vnt",579.7,"3"
"524",2019-05-31,"vnt",359.8,"3"
"525",2019-06-30,"vnt",608.5,"3"
"526",2019-07-31,"vnt",634.8,"3"
"527",2019-08-31,"vnt",379.1,"3"
"528",2019-09-30,"vnt",740.7,"3"
"529",2019-10-31,"vnt",501.6,"3"
"530",2019-11-30,"vnt",283.1,"3"
"531",2019-12-31,"vnt",824.7,"3"
"532",2020-01-31,"vnt",504.6,"3"
"533",2020-02-29,"vnt",269.7,"3"
"534",2020-03-31,"vnt",867.7,"3"
"535",2020-04-30,"vnt",431.6,"3"
"536",2020-05-31,"vnt",356.5,"3"
"537",2020-06-30,"vnt",598.2,"3"
"538",2020-07-31,"vnt",542.8,"3"
"539",2020-08-31,"vnt",324,"3"
"540",2020-09-30,"vnt",599.2,"3"
"541",2020-10-31,"vnt",628.1,"3"
"542",2020-11-30,"vnt",346,"3"
"543",2020-12-31,"vnt",783.4,"3"
"544",2021-01-31,"vnt",620.8,"3"
"545",2021-02-28,"vnt",360.3,"3"
"546",2021-03-31,"vnt",930.7,"3"
"547",2021-04-30,"vnt",701.3,"3"
"548",2021-05-31,"vnt",445,"3"
"549",2021-06-30,"vnt",750,"3"
"550",2021-07-31,"vnt",753.7,"3"
"551",2021-08-31,"vnt",445.1,"3"
"552",2021-09-30,"vnt",840,"3"
"553",2021-10-31,"vnt",557.2,"3"
"554",2021-11-30,"vnt",502.35,"3"
"555",2021-12-31,"vnt",1022.34,"3"
"556",2022-01-31,"vnt",838.1,"3"
"557",2022-02-28,"vnt",417.1,"3"
"558",2022-03-31,"vnt",1198.7,"3"
"559",2022-04-30,"vnt",579.3,"3"
"560",2022-05-31,"vnt",705.5,"3"
"561",2022-06-30,"vnt",973.4,"3"
"562",2022-07-31,"vnt",503.3,"3"
"563",2022-08-31,"vnt",641.1,"3"
"564",2022-09-30,"vnt",1031,"3"
"565",2022-10-31,"vnt",735.1,"3"
"566",2022-11-30,"vnt",713.7,"3"
"567",2022-12-31,"vnt",1118.8,"3"
"568",2023-01-31,"vnt",443.05,"3"
"569",2023-02-28,"vnt",847.07,"3"
"570",2023-03-31,"vnt",1130.16,"3"
"571",2023-04-30,"vnt",746.12,"3"
"572",2023-05-31,"vnt",774.72,"3"
"573",2023-06-30,"vnt",1075.58,"3"
"574",2023-07-31,"vnt",646.49,"3"
"575",2023-08-31,"vnt",795.63,"3"
"576",2023-09-30,"vnt",1170.25,"3"
"577",2023-10-31,"vnt",654.64,"3"
"578",2023-11-30,"vnt",760.89,"3"
"579",2023-12-31,"vnt",1279.63,"3"
"580",2007-12-31,"imp",152.13,"4"
"581",2008-01-31,"imp",89.4,"4"
"582",2008-02-29,"imp",122.48,"4"
"583",2008-03-31,"imp",136.69,"4"
"584",2008-04-30,"imp",154.22,"4"
"585",2008-05-31,"imp",150.82,"4"
"586",2008-06-30,"imp",149.81,"4"
"587",2008-07-31,"imp",175.23,"4"
"588",2008-08-31,"imp",160.3,"4"
"589",2008-09-30,"imp",171.13,"4"
"590",2008-10-31,"imp",180.14,"4"
"591",2008-11-30,"imp",137.65,"4"
"592",2008-12-31,"imp",166.77,"4"
"593",2009-01-31,"imp",68.47,"4"
"594",2009-02-28,"imp",109.05,"4"
"595",2009-03-31,"imp",124.11,"4"
"596",2009-04-30,"imp",112.04,"4"
"597",2009-05-31,"imp",100.12,"4"
"598",2009-06-30,"imp",105.66,"4"
"599",2009-07-31,"imp",113.03,"4"
"600",2009-08-31,"imp",107.15,"4"
"601",2009-09-30,"imp",122.43,"4"
"602",2009-10-31,"imp",124.32,"4"
"603",2009-11-30,"imp",123.02,"4"
"604",2009-12-31,"imp",150.99,"4"
"605",2010-01-31,"imp",72.61,"4"
"606",2010-02-28,"imp",105.57,"4"
"607",2010-03-31,"imp",130.9,"4"
"608",2010-04-30,"imp",129.08,"4"
"609",2010-05-31,"imp",137.37,"4"
"610",2010-06-30,"imp",148.51,"4"
"611",2010-07-31,"imp",150.71,"4"
"612",2010-08-31,"imp",169.4,"4"
"613",2010-09-30,"imp",121.35,"4"
